Year,Month,Day,Site,Zone,Plot,Location,Flag_Location,Location_Notes,Longitude,Flag_Longitude,Latitude,Flag_Latitude,Quadrat_Area,Flag_Quadrat_Area,Species_Code,Shoot_Height,Flag_Shoot_Height,Flowering_Status,Plot_Disturbance,Plant_Biomass,Flag_Plant_Biomass
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,80,,0,0,2.956,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,130,,1,0,10.123,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,130,,1,0,10.123,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,90,,0,0,3.657,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,40,,0,0,0.845,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,90,,0,0,3.657,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,120,,0,0,6.149,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,120,,0,0,6.149,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,130,,1,0,10.123,
2000,10,11,1,1,2,GCE1_CB2,,,-81.422498,,31.538535,,0.25,,A1,140,,1,0,11.572,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,150,,1,0,13.108,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,60,,0,0,1.758,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,50,,0,0,1.265,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,150,,1,0,13.108,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,160,,1,0,14.728,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,70,,0,0,2.323,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,50,,0,0,1.265,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,160,,1,0,14.728,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,20,,0,0,0.242,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,30,,0,0,0.503,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,20,,0,0,0.242,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,100,,0,0,4.424,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,140,,1,0,11.572,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,120,,1,0,8.76,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,30,,0,0,0.503,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,90,,0,0,3.657,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,80,,0,0,2.956,
2000,10,11,1,1,3,GCE1_CB13,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422441,E,31.538468,E,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,210,,1,0,24.068,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,130,,0,0,7.105,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,100,,0,0,4.424,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,80,,0,0,2.956,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,90,,0,0,3.657,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,130,,0,0,7.105,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,130,,0,0,7.105,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,170,,1,0,16.432,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,90,,0,0,3.657,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,70,,0,0,2.323,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,40,,0,0,0.845,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,40,,0,0,0.845,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,200,,1,0,22.038,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,200,,1,0,22.038,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,120,,0,0,6.149,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,200,,1,0,22.038,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,170,,1,0,16.432,
2000,10,11,1,1,4,GCE1_CB4,,,-81.422396,,31.53836,,0.25,,A1,210,,1,0,24.068,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,70,,0,0,2.323,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,30,,0,0,0.503,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,100,,0,0,4.424,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,90,,0,0,3.657,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,90,,0,0,3.657,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,140,,0,0,8.122,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,130,,0,0,7.105,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,70,,0,0,2.323,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,80,,0,0,2.956,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,80,,0,0,2.956,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,160,,1,0,14.728,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,230,,1,0,28.365,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,180,,1,0,18.219,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,130,,0,0,7.105,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,50,,0,0,1.265,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,50,,0,0,1.265,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,200,,1,0,22.038,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,220,,1,0,26.177,
2000,10,11,1,1,5,GCE1_CB35,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422332,E,31.538427,E,0.25,,A1,120,,0,0,6.149,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,100,,0,0,4.424,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,160,,0,0,10.337,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,180,,1,0,18.219,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,30,,0,0,0.503,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,120,,0,0,6.149,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,200,,1,0,22.038,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,170,,1,0,16.432,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,200,,1,0,22.038,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,100,,0,0,4.424,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,150,,0,0,9.2,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,120,,0,0,6.149,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,160,,0,0,10.337,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,100,,0,0,4.424,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,170,,1,0,16.432,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,120,,0,0,6.149,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,190,,1,0,20.088,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,160,,1,0,14.728,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,180,,1,0,18.219,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,170,,1,0,16.432,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,50,,0,0,1.265,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,140,,0,0,8.122,
2000,10,11,1,1,6,GCE1_CB36,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.422287,E,31.538494,E,0.25,,A1,130,,0,0,7.105,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,40,,0,0,0.845,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,220,,1,0,26.177,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,130,,0,0,7.105,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,215,,1,0,25.113,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,220,,1,0,26.177,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,225,,1,0,27.262,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,190,,1,0,20.088,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,200,,1,0,22.038,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,140,,0,0,8.122,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,120,,0,0,6.149,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,50,,0,0,1.265,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,40,,0,0,0.845,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,30,,0,0,0.503,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,90,,0,0,3.657,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,140,,0,0,8.122,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,190,,1,0,20.088,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,120,,0,0,6.149,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,230,,1,0,28.365,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,220,,1,0,26.177,
2000,10,11,1,1,7,GCE1_CB17,E,location estimated based on location of a single replacement plot within approximately 3m,-81.422262,E,31.538551,E,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,200,,1,0,22.038,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,140,,0,0,8.122,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,140,,0,0,8.122,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,140,,0,0,8.122,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,160,,0,0,10.337,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,110,,0,0,5.254,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,210,,1,0,24.068,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,70,,0,0,2.323,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,170,,1,0,16.432,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,130,,0,0,7.105,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,130,,0,0,7.105,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,120,,0,0,6.149,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,200,,1,0,22.038,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,190,,0,0,14.099,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,100,,0,0,4.424,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,60,,0,0,1.758,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,40,,0,0,0.845,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,30,,0,0,0.503,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,20,,0,0,0.242,
2000,10,11,1,1,8,GCE1_CB8,,,-81.422205,,31.538615,,0.25,,A1,20,,0,0,0.242,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,80,,,0,0.75,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,60,,,0,0.456,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,120,,,0,1.513,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,80,,,0,0.75,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,130,,,0,1.738,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,130,,,0,1.738,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,80,,,0,0.75,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,60,,,0,0.456,
2000,10,11,1,2,1,GCE1_MM1,,,-81.422821,,31.539402,,0.0625,,A3,80,,,0,0.75,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,100,,,0,1.104,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,70,,,0,0.595,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,70,,,0,0.595,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,100,,,0,1.104,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,90,,,0,0.92,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,90,,,0,0.92,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,100,,,0,1.104,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,50,,,0,0.332,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,80,,,0,0.75,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,90,,,0,0.92,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,120,,,0,1.513,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,70,,,0,0.595,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,100,,,0,1.104,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,100,,,0,1.104,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,90,,,0,0.92,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,80,,,0,0.75,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,90,,,0,0.92,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,100,,,0,1.104,
2000,10,11,1,2,2,GCE1_MM2,,,-81.422692,,31.539388,,0.0625,,A3,110,,,0,1.302,
2000,10,11,1,2,3,GCE1_MM3,,,-81.422546,,31.539415,,0.0625,,A3,80,,,0,0.75,
2000,10,11,1,2,3,GCE1_MM3,,,-81.422546,,31.539415,,0.0625,,A3,110,,,0,1.302,
